Year,Variable,Unit,Commodity,Population,Production,Imports,Beginning stocks,Supply,Exports,Ending stocks,Amount,PccProc Amount,PccFresh Amount
2007,Vegetables for canning,Pounds,Beets,302.003917,126.6,,,126.6,,,126.6,,0.419199861
2008,Vegetables for canning,Pounds,Beets,304.797761,163.8766667,,,163.8766667,,,163.8766667,,0.498936517
2009,Vegetables for canning,Pounds,Beets,307.439406,142.9185673,,,142.9185673,,,142.9185673,,0.466183871
2010,Vegetables for canning,Pounds,Beets,309.76667,136.0147953,,,136.0147953,,,136.0147953,,0.475297908
2011,Vegetables for canning,Pounds,Beets,312.138672,138.2797206,,,138.2797206,,,138.2797206,,0.517152969
2012,Vegetables for canning,Pounds,Beets,314.334945,130.2240632,,,130.2240632,,,130.2240632,,0.556266541
2013,Vegetables for canning,Pounds,Beets,316.505959,,,,,,,,,0.530727675
2014,Vegetables for canning,Pounds,Beets,318.839403,,,,,,,,,0.538267638
2015,Vegetables for canning,Pounds,Beets,321.132158,,,,,,,,,0.534387188
1970,Vegetables for canning,Pounds,Cabbage for sauerkraut,205.052,532.2,0.1,,532.3,,422.7,109.6,,0.534498566
1971,Vegetables for canning,Pounds,Cabbage for sauerkraut,207.661,469.9,0.2,422.7,892.8,,380.3,512.5,,2.467964615
1972,Vegetables for canning,Pounds,Cabbage for sauerkraut,209.896,396.2,0.3,380.3,776.8,,317.9,458.9,,2.186320845
1973,Vegetables for canning,Pounds,Cabbage for sauerkraut,211.909,438.3,0.3,317.9,756.5,,305.2,451.3,,2.129687743
1974,Vegetables for canning,Pounds,Cabbage for sauerkraut,213.854,562.9,0.4,305.2,868.5,,383.9,484.6,,2.266031966
1975,Vegetables for canning,Pounds,Cabbage for sauerkraut,215.973,479.5,0.2,383.9,863.6,,420.2,443.4,,2.053034407
1976,Vegetables for canning,Pounds,Cabbage for sauerkraut,218.035,464.1,0.4,420.2,884.7,,400.9,483.8,,2.218909808
1977,Vegetables for canning,Pounds,Cabbage for sauerkraut,220.239,469.5,0.5,400.9,870.9,,389.1,481.8,,2.187623445
1978,Vegetables for canning,Pounds,Cabbage for sauerkraut,222.585,435.6,0.2,389.1,824.9,,359.8,465.1,,2.089538828
1979,Vegetables for canning,Pounds,Cabbage for sauerkraut,225.055,475.6,0.4,359.8,835.8,,372.6,463.2,,2.05816356
1980,Vegetables for canning,Pounds,Cabbage for sauerkraut,227.726,418,0.3,372.6,790.9,,338.8,452.1,,1.985280556
1981,Vegetables for canning,Pounds,Cabbage for sauerkraut,229.966,492.2,0.3,338.8,831.3,,365.2,466.1,,2.026821356
1982,Vegetables for canning,Pounds,Cabbage for sauerkraut,232.188,440.2,0.8,365.2,806.2,,412.1,394.1,,1.697331473
1983,Vegetables for canning,Pounds,Cabbage for sauerkraut,234.307,302.7,1.8,412.1,716.6,,229.6,487,,2.0784697
1984,Vegetables for canning,Pounds,Cabbage for sauerkraut,236.348,433.6,2.7,229.6,665.9,,264.7,401.2,,1.697496911
1985,Vegetables for canning,Pounds,Cabbage for sauerkraut,238.466,426.8,3.1,264.7,694.6,,314.8,379.8,,1.592679879
1986,Vegetables for canning,Pounds,Cabbage for sauerkraut,240.651,315.4,3.2,314.8,633.4,,260.3,373.1,,1.550377933
1987,Vegetables for canning,Pounds,Cabbage for sauerkraut,242.804,379,2.8,260.3,642.1,,250.9,391.2,,1.611176093
1988,Vegetables for canning,Pounds,Cabbage for sauerkraut,245.021,324.5,2.2,250.9,577.6,,226.3,351.3,,1.433754658
1989,Vegetables for canning,Pounds,Cabbage for sauerkraut,247.342,374.5,7.9,226.3,608.7,2.2,289.2,317.3,,1.282839146
1990,Vegetables for canning,Pounds,Cabbage for sauerkraut,250.132,315.4,3.6,289.2,608.2,5.1,304.5,298.6,,1.19376969
1991,Vegetables for canning,Pounds,Cabbage for sauerkraut,253.493,324.5,1.6,304.5,630.6,6.7,260,363.9,,1.435542599
1992,Vegetables for canning,Pounds,Cabbage for sauerkraut,256.894,331,2,260,593,14.3,284.1,294.6,,1.146776491
1993,Vegetables for canning,Pounds,Cabbage for sauerkraut,260.255,269,3.9,284.1,557,15.5,189.4,352.1,,1.352903883
1994,Vegetables for canning,Pounds,Cabbage for sauerkraut,263.436,369.9,12,189.4,571.3,16.1,232.4,322.8,,1.225345055
1995,Vegetables for canning,Pounds,Cabbage for sauerkraut,266.557,347.7,3.5,232.4,583.6,14.7,203.1,365.8,,1.372314364
1996,Vegetables for canning,Pounds,Cabbage for sauerkraut,269.667,283.8,2.9,203.1,489.8,20.4,202.8,266.6,,0.988626714
1997,Vegetables for canning,Pounds,Cabbage for sauerkraut,272.912,367.3,3.7,202.8,573.8,36,145.8,392,,1.436360439
1998,Vegetables for canning,Pounds,Cabbage for sauerkraut,276.115,345.1,4.9,145.8,495.8,14.6,99.7,381.5,,1.381670681
1999,Vegetables for canning,Pounds,Cabbage for sauerkraut,279.295,355.8,5.9,99.7,461.4,13.6,102.8,345,,1.235253048
2000,Vegetables for canning,Pounds,Cabbage for sauerkraut,282.385,416.54,5.821863762,102.8,525.1618638,17.0228946,120.3066944,387.8322748,,1.3734167
2001,Vegetables for canning,Pounds,Cabbage for sauerkraut,285.309019,348.72,5.791716359,120.3066944,474.8184108,18.60118932,95.71865961,360.4985618,,1.26353721
2002,Vegetables for canning,Pounds,Cabbage for sauerkraut,288.104818,350.2409973,8.773080173,95.71865961,454.7327371,19.18398322,96.13615165,339.4126022,,1.178087213
2003,Vegetables for canning,Pounds,Cabbage for sauerkraut,290.819634,315.9258273,8.229666588,96.13615165,420.2916455,16.08148213,86.71712756,317.4930358,,1.091718023
2004,Vegetables for canning,Pounds,Cabbage for sauerkraut,293.463185,329.1557001,10.07335215,86.71712756,425.9461798,17.41990078,90.34853869,318.1777403,,1.084216885
2005,Vegetables for canning,Pounds,Cabbage for sauerkraut,296.186216,381.84,9.24662882,90.34853869,481.4351675,17.36762942,104.8096266,359.2579115,,1.212946086
2006,Vegetables for canning,Pounds,Cabbage for sauerkraut,298.995825,363.3817176,10.46970768,104.8096266,478.6610519,17.663361,99.74309169,361.2545992,,1.208226233
2007,Vegetables for canning,Pounds,Cabbage for sauerkraut,302.003917,294.0079292,8.724149434,99.74309169,402.4751704,17.93489667,80.70097757,303.8392961,,1.006077335
2008,Vegetables for canning,Pounds,Cabbage for sauerkraut,304.797761,295.2139855,8.302695914,80.70097757,384.217659,17.66718185,81.0320228,285.5184543,,0.936747217
2009,Vegetables for canning,Pounds,Cabbage for sauerkraut,307.439406,306.8364737,7.808876976,81.0320228,395.6773735,19.60238356,84.22222982,291.8527601,,0.94930173
2010,Vegetables for canning,Pounds,Cabbage for sauerkraut,309.76667,320.3969052,10.83779515,84.22222982,415.4569301,18.44568306,87.94437458,309.0668725,,0.997740888
2011,Vegetables for canning,Pounds,Cabbage for sauerkraut,312.138672,331.4356345,15.42517477,87.94437458,434.8051839,25.22872927,90.97434813,318.6021065,,1.020706933
2012,Vegetables for canning,Pounds,Cabbage for sauerkraut,314.334945,340.5015818,55.12299443,90.97434813,486.5989244,30.84912412,93.4628212,362.2869791,,1.152550758
2013,Vegetables for canning,Pounds,Cabbage for sauerkraut,316.505959,360.7783651,17.05204969,93.4628212,471.293236,32.9520003,99.02850862,339.3127271,,1.072057942
2014,Vegetables for canning,Pounds,Cabbage for sauerkraut,318.839403,381.0104197,16.22194901,99.02850862,496.2608774,30.23911461,104.5819187,361.4398441,,1.133610967
2015,Vegetables for canning,Pounds,Cabbage for sauerkraut,321.132158,400.5638278,23.15601075,104.5819187,528.3017573,31.84559833,109.9490499,386.507109,,1.20357647
1970,Vegetables for canning,Pounds,Carrots,205.052,405.4,,,405.4,,,405.4,,1.977059478
1971,Vegetables for canning,Pounds,Carrots,207.661,458,,,458,,,458,,2.205517647
1972,Vegetables for canning,Pounds,Carrots,209.896,401.5,,,401.5,,,401.5,,1.912852079
1973,Vegetables for canning,Pounds,Carrots,211.909,553.8,,,553.8,,,553.8,,2.613385935
1974,Vegetables for canning,Pounds,Carrots,213.854,512,,,512,,,512,,2.394156761
1975,Vegetables for canning,Pounds,Carrots,215.973,357.4,,,357.4,,,357.4,,1.654836484
1976,Vegetables for canning,Pounds,Carrots,218.035,362.6,,,362.6,,,362.6,,1.663035751
1977,Vegetables for canning,Pounds,Carrots,220.239,373.5,,,373.5,,,373.5,,1.695884925
1978,Vegetables for canning,Pounds,Carrots,222.585,411.1,,,411.1,,,411.1,,1.846934879
1979,Vegetables for canning,Pounds,Carrots,225.055,445.6,,267.8,713.4,,305.4,408,,1.812890182
1980,Vegetables for canning,Pounds,Carrots,227.726,370.4,10.6,305.4,686.4,,279.6,406.8,,1.786357289
1981,Vegetables for canning,Pounds,Carrots,229.966,240.8,11.4,279.6,531.8,,173.2,358.6,,1.559360949
1982,Vegetables for canning,Pounds,Carrots,232.188,299.7,10.3,173.2,483.2,,205.5,277.7,,1.196013575
1983,Vegetables for canning,Pounds,Carrots,234.307,400.4,11.9,205.5,617.8,,325.2,292.6,,1.248788982
1984,Vegetables for canning,Pounds,Carrots,236.348,333.9,13.2,325.2,672.3,,223,449.3,,1.901010375
1985,Vegetables for canning,Pounds,Carrots,238.466,279.4,16.3,223,518.7,,184.9,333.8,,1.399780262
1986,Vegetables for canning,Pounds,Carrots,240.651,255.9,19.3,184.9,460.1,,172.8,287.3,,1.193845029
1987,Vegetables for canning,Pounds,Carrots,242.804,246.3,19.3,172.8,438.4,,186.5,251.9,,1.037462315
1988,Vegetables for canning,Pounds,Carrots,245.021,162.5,14.4,186.5,363.4,,100.6,262.8,,1.072561127
1989,Vegetables for canning,Pounds,Carrots,247.342,264.3,14.3,100.6,379.2,,153.6,225.6,,0.91209742
1990,Vegetables for canning,Pounds,Carrots,250.132,284.8,13,,297.8,,,297.8,,1.190571378
1991,Vegetables for canning,Pounds,Carrots,253.493,281.3,10.1,,291.4,,,291.4,,1.149538646
1992,Vegetables for canning,Pounds,Carrots,256.894,433.8,9.6,,443.4,,,443.4,,1.726003721
1993,Vegetables for canning,Pounds,Carrots,260.255,262.5,10,,272.5,,,272.5,,1.047050009
1994,Vegetables for canning,Pounds,Carrots,263.436,368.8,11.2,,380,,,380,,1.442475592
1995,Vegetables for canning,Pounds,Carrots,266.557,426.4,8,,434.4,,,434.4,,1.629670202
1996,Vegetables for canning,Pounds,Carrots,269.667,456.6,7.1,,463.7,,,463.7,,1.719528159
1997,Vegetables for canning,Pounds,Carrots,272.912,394.4,8.5,,402.9,,,402.9,,1.476300053
1998,Vegetables for canning,Pounds,Carrots,276.115,392.2,8,,400.2,,,400.2,,1.449396085
1999,Vegetables for canning,Pounds,Carrots,279.295,378.3,7.8,,386.1,,,386.1,,1.382409281
2000,Vegetables for canning,Pounds,Carrots,282.385,286.56592,11.85842763,,298.4243476,,,298.4243476,,1.056799574
2001,Vegetables for canning,Pounds,Carrots,285.309019,307.5232,12.67175854,,320.1949585,,,320.1949585,,1.122274226
2002,Vegetables for canning,Pounds,Carrots,288.104818,272.85,14.23024456,,287.0802446,,,287.0802446,,0.996443748
2003,Vegetables for canning,Pounds,Carrots,290.819634,305.7076,14.30616362,,320.0137636,,,320.0137636,,1.10038569
2004,Vegetables for canning,Pounds,Carrots,293.463185,294.032,15.67495174,,309.7069517,,,309.7069517,,1.055351975
2005,Vegetables for canning,Pounds,Carrots,296.186216,311.9228,19.31150557,,331.2343056,,,331.2343056,,1.118331265
2006,Vegetables for canning,Pounds,Carrots,298.995825,274.414,15.25064922,,289.6646492,,,289.6646492,,0.968791618
2007,Vegetables for canning,Pounds,Carrots,302.003917,256.462,20.55424078,,277.0162408,,,277.0162408,,0.917260423
2008,Vegetables for canning,Pounds,Carrots,304.797761,273.1764,18.11180292,,291.2882029,,,291.2882029,,0.955676977
2009,Vegetables for canning,Pounds,Carrots,307.439406,246.7992,21.74278419,,268.5419842,,,268.5419842,,0.873479388
2010,Vegetables for canning,Pounds,Carrots,309.76667,219.7284,12.56437387,,232.2927739,,,232.2927739,,0.749895958
2011,Vegetables for canning,Pounds,Carrots,312.138672,239.7612,13.77592191,,253.5371219,,,253.5371219,,0.812257963
2012,Vegetables for canning,Pounds,Carrots,314.334945,226.678,16.75607202,,243.434072,,,243.434072,,0.774441645
2013,Vegetables for canning,Pounds,Carrots,316.505959,239.326,11.55504707,,250.8810471,,,250.8810471,,0.79265821
2014,Vegetables for canning,Pounds,Carrots,318.839403,218.8376,11.87918534,,230.7167853,,,230.7167853,,0.723614406
2015,Vegetables for canning,Pounds,Carrots,321.132158,199.92,20.28054987,,220.2005499,,,220.2005499,,0.685700714
1970,Vegetables for canning,Pounds,Corn,205.052,2813.4,,2532.8,5346.2,38.4,2382.8,2925,,14.26467433
1971,Vegetables for canning,Pounds,Corn,207.661,3082.2,,2382.8,5465,36.3,2357.4,3071.3,,14.78997019
1972,Vegetables for canning,Pounds,Corn,209.896,3023.5,,2357.4,5380.9,50.2,2187.3,3143.4,,14.97598811
1973,Vegetables for canning,Pounds,Corn,211.909,2996.6,,2187.3,5183.9,114.9,2001.2,3067.8,,14.47696889
1974,Vegetables for canning,Pounds,Corn,213.854,2772.7,,2001.2,4773.9,126.7,1755.4,2891.8,,13.52230961
1975,Vegetables for canning,Pounds,Corn,215.973,3288.6,,1755.4,5044,123,2320.4,2600.6,,12.04131998
1976,Vegetables for canning,Pounds,Corn,218.035,3110.8,,2320.4,5431.2,130.7,2446.4,2854.1,,13.09010021
1977,Vegetables for canning,Pounds,Corn,220.239,3160.5,,2446.4,5606.9,169.7,2326.9,3110.3,,14.12238523
1978,Vegetables for canning,Pounds,Corn,222.585,3149,,2326.9,5475.9,209.1,2292,2974.8,,13.36478199
1979,Vegetables for canning,Pounds,Corn,225.055,3263,,2292,5555,259.7,2447,2848.3,,12.65601742
1980,Vegetables for canning,Pounds,Corn,227.726,2777.3,14.4,2447,5238.7,301.8,1967.1,2969.8,,13.04111081
1981,Vegetables for canning,Pounds,Corn,229.966,3092.4,11,1967.1,5070.5,386.8,1891.9,2791.8,,12.14005549
1982,Vegetables for canning,Pounds,Corn,232.188,3227.1,12.8,1891.9,5131.8,337.9,2102.8,2691.1,,11.59017693
1983,Vegetables for canning,Pounds,Corn,234.307,2652.6,21.2,2102.8,4776.6,358.5,1694.6,2723.5,,11.62363907
1984,Vegetables for canning,Pounds,Corn,236.348,3164.9,24.5,1694.6,4884,310.7,2158.7,2414.6,,10.21629123
1985,Vegetables for canning,Pounds,Corn,238.466,3058.7,30.2,2158.7,5247.6,331.5,2080.4,2835.7,,11.89142268
1986,Vegetables for canning,Pounds,Corn,240.651,2951.9,36.7,2080.4,5069,416,1744.6,2908.4,,12.08555128
1987,Vegetables for canning,Pounds,Corn,242.804,3276.7,38.3,1744.6,5059.6,493.7,1985.7,2580.2,,10.62667831
1988,Vegetables for canning,Pounds,Corn,245.021,2656.8,49.4,1985.7,4691.9,626.6,1519.7,2545.6,,10.38931357
1989,Vegetables for canning,Pounds,Corn,247.342,3376.1,70.8,1519.7,4966.6,537,2069.6,2360,,9.541444639
1990,Vegetables for canning,Pounds,Corn,250.132,3353.6,48.3,2069.6,5471.5,704.2,2028.7,2738.6,,10.94861913
1991,Vegetables for canning,Pounds,Corn,253.493,3871.2,43.9,2028.7,5943.8,713.1,2424.1,2806.6,,11.07170612
1992,Vegetables for canning,Pounds,Corn,256.894,3684.4,39.8,2424.1,6148.3,811.5,2291.4,3045.4,,11.85469493
1993,Vegetables for canning,Pounds,Corn,260.255,2921.6,39.1,2291.4,5252.1,941.4,1427.1,2883.6,,11.0799024
1994,Vegetables for canning,Pounds,Corn,263.436,4239.7,52.7,1427.1,5719.5,808.8,2257.1,2653.6,,10.07303482
1995,Vegetables for canning,Pounds,Corn,266.557,3414.1,49.4,2257.1,5720.6,883.5,2065.5,2771.6,,10.39777609
1996,Vegetables for canning,Pounds,Corn,269.667,3447.2,21.1,2065.5,5533.8,964.3,1775.5,2794,,10.36092662
1997,Vegetables for canning,Pounds,Corn,272.912,3294.5,28.7,1775.5,5098.7,1052,1550.1,2496.6,,9.148003752
1998,Vegetables for canning,Pounds,Corn,276.115,3321.6,46.3,1550.1,4918,1019.4,1361.4,2537.2,,9.188924904
1999,Vegetables for canning,Pounds,Corn,279.295,3493.6,61.7,1361.4,4916.7,1002.8,1381.5,2532.4,,9.067115416
2000,Vegetables for canning,Pounds,Corn,282.385,3403.94,65.58067542,1381.5,4851.020675,952.7311207,1361.576,2536.713555,,8.983173875
2001,Vegetables for canning,Pounds,Corn,285.309019,3035.14,95.66217371,1361.576,4492.378174,796.2772648,1214.056,2482.044909,,8.699496839
2002,Vegetables for canning,Pounds,Corn,288.104818,2856,103.4826519,1214.056,4173.538652,771.8608697,1142.4,2259.277782,,7.841860466
2003,Vegetables for canning,Pounds,Corn,290.819634,3112.62,132.649626,1142.4,4387.669626,720.7787977,1245.048,2421.842828,,8.327645541
2004,Vegetables for canning,Pounds,Corn,293.463185,2916.54,182.2121834,1245.048,4343.800183,766.8439419,1166.616,2410.340241,,8.213433114
2005,Vegetables for canning,Pounds,Corn,296.186216,3199.4,120.687,1166.616,4486.703,665.01,1279.76,2541.933,,8.582212347
2006,Vegetables for canning,Pounds,Corn,298.995825,2878.06,105.0369379,1279.76,4262.856938,614.3419103,1151.224,2497.291028,,8.352260529
2007,Vegetables for canning,Pounds,Corn,302.003917,2550.92,93.7,1151.224,3795.844,707.7088884,1020.368,2067.767112,,6.846822161
2008,Vegetables for canning,Pounds,Corn,304.797761,2711.54,94.08092491,1020.368,3825.988925,686.7400565,1084.616,2054.632868,,6.740971002
2009,Vegetables for canning,Pounds,Corn,307.439406,3020.76,63.75642493,1084.616,4169.132425,624.9640644,1208.304,2335.864361,,7.597804039
2010,Vegetables for canning,Pounds,Corn,309.76667,2488.62,60.25853559,1208.304,3757.182536,638.8341205,995.448,2122.900415,,6.853224122
2011,Vegetables for canning,Pounds,Corn,312.138672,2251.96,44.36311354,995.448,3291.771114,575.9538173,900.784,1815.033296,,5.814829943
2012,Vegetables for canning,Pounds,Corn,314.334945,2471.82,59.89159933,900.784,3432.495599,604.2851783,988.728,1839.482421,,5.851981939
2013,Vegetables for canning,Pounds,Corn,316.505959,2245.28,45.30779415,988.728,3279.315794,556.9753346,898.112,1824.22846,,5.76364649
2014,Vegetables for canning,Pounds,Corn,318.839403,2343.2,45.64639475,898.112,3286.958395,511.9015319,937.28,1837.776863,,5.763957797
2015,Vegetables for canning,Pounds,Corn,321.132158,2063.28,40.61326114,937.28,3041.173261,501.5973119,825.312,1714.263949,,5.338188364
1970,Vegetables for canning,Pounds,Cucumbers for pickles,205.052,1177.6,3.6,402,1583.2,0.9,421.1,1161.2,,5.662953787
1971,Vegetables for canning,Pounds,Cucumbers for pickles,207.661,1126.2,4.2,421.1,1551.5,0.8,401.7,1149,,5.533056279
1972,Vegetables for canning,Pounds,Cucumbers for pickles,209.896,1142.3,5,401.7,1549,3.4,410.1,1135.5,,5.409822007
1973,Vegetables for canning,Pounds,Cucumbers for pickles,211.909,1197.6,5.2,410.1,1612.9,4.7,409.4,1198.8,,5.657145284
1974,Vegetables for canning,Pounds,Cucumbers for pickles,213.854,1194,6,409.4,1609.4,3.4,378.4,1227.6,,5.740364922
1975,Vegetables for canning,Pounds,Cucumbers for pickles,215.973,1348.5,4.5,378.4,1731.4,3.4,406.5,1321.5,,6.118820408
1976,Vegetables for canning,Pounds,Cucumbers for pickles,218.035,1267.6,5.8,406.5,1679.9,4.3,339.6,1336,,6.127456601
1977,Vegetables for canning,Pounds,Cucumbers for pickles,220.239,1247.7,6.8,339.6,1594.1,5.8,316.3,1272,,5.775543841
1978,Vegetables for canning,Pounds,Cucumbers for pickles,222.585,1370.9,9.7,316.3,1696.9,6.6,343.9,1346.4,,6.04892513
1979,Vegetables for canning,Pounds,Cucumbers for pickles,225.055,1337.9,8,343.9,1689.8,6.3,367.3,1316.2,,5.848348182
1980,Vegetables for canning,Pounds,Cucumbers for pickles,227.726,1218.3,7,367.3,1592.6,6.8,356.8,1229,,5.396836549
1981,Vegetables for canning,Pounds,Cucumbers for pickles,229.966,1150.8,5,356.8,1512.6,7.2,276.5,1228.9,,5.343833436
1982,Vegetables for canning,Pounds,Cucumbers for pickles,232.188,1179.3,7.1,276.5,1462.9,6.7,270.4,1185.8,,5.10706841
1983,Vegetables for canning,Pounds,Cucumbers for pickles,234.307,1207.9,6.7,,1214.6,6.6,,1208,,5.155629153
1984,Vegetables for canning,Pounds,Cucumbers for pickles,236.348,1236.5,7.2,,1243.7,8.2,,1235.5,,5.227461201
1985,Vegetables for canning,Pounds,Cucumbers for pickles,238.466,1388.9,9.8,,1398.7,9.4,,1389.3,,5.825987772
1986,Vegetables for canning,Pounds,Cucumbers for pickles,240.651,1279.1,11,787,2077.1,17.5,778,1281.6,,5.325554434
1987,Vegetables for canning,Pounds,Cucumbers for pickles,242.804,1270.9,9.6,778,2058.5,25.8,688.8,1343.9,,5.534917052
1988,Vegetables for canning,Pounds,Cucumbers for pickles,245.021,1303.2,10.3,688.8,2002.3,22.7,686.1,1293.5,,5.279139339
1989,Vegetables for canning,Pounds,Cucumbers for pickles,247.342,1285.4,11.2,686.1,1982.7,16.1,682.8,1283.8,,5.190384164
1990,Vegetables for canning,Pounds,Cucumbers for pickles,250.132,1307,11.4,682.8,2001.2,19.6,732.4,1249.2,,4.994163082
1991,Vegetables for canning,Pounds,Cucumbers for pickles,253.493,1246.1,10.6,732.4,1989.1,20.4,686.9,1281.8,,5.056549885
1992,Vegetables for canning,Pounds,Cucumbers for pickles,256.894,1116.1,12.1,686.9,1815.1,20.5,627,1167.6,,4.54506528
